Number,AreaName,Name,NomkV,Vpu,kV,Vangle,LoadMW,LoadMvar,GenMW,GenMvar,ShuntMvar,ActG,ActB,AreaNumber,ZoneName,ZoneNumber,Substation Longitude,Substation Latitude
51303,North Central,PLANO 5 0,161.0,0.99053,159.475,-69.55,99.79,28.27,,,,0,0,5,Dallas,16,-96.737958,33.01643829
51313,North Central,BELTON 0,500.0,1.02074,510.37,-50.67,,,,,,0,0,5,Waco,13,-97.489109,31.04089295
51323,North Central,BELTON 1,161.0,1.01305,163.101,-52.9,102.52,29.05,,,,0,0,5,Waco,13,-97.478309,31.04243517
51333,North Central,TOLAR 0,161.0,1.00843,162.358,-55.65,12.16,3.45,,,,0,0,5,Glen Rose,18,-97.915354,32.35352603
51343,North Central,BRECKENRIDGE 0,161.0,1.0014,161.225,-47.73,26.98,7.64,,,,0,0,5,Central Texas,15,-98.883466,32.79519386
51353,North Central,EASTLAND 0,161.0,1.01156,162.861,-52.92,27.59,7.82,,,,0,0,5,Central Texas,15,-98.65502,32.48524716
51363,North Central,COOPER 0,161.0,0.994,160.034,-63.07,11.94,3.38,,,,0,0,5,Dallas,16,-95.748461,33.45320764
51373,North Central,WACO 1 0,500.0,1.01572,507.861,-54.22,,,,,,0,0,5,Waco,13,-97.073054,31.46645964
51383,North Central,WACO 1 1,161.0,1.01309,163.107,-55.52,105.04,29.76,,,,0,0,5,Waco,13,-97.062254,31.46492433
51393,North Central,DALLAS 42 0,161.0,1.00765,162.232,-71.9,86.38,24.47,,,274.15,0,0,5,Dallas,16,-96.888121,32.91895833
51403,North Central,GATESVILLE 1 0,161.0,1.00083,161.134,-56.35,8.65,2.45,,,,0,0,5,Waco,13,-97.697884,31.4772057
51413,North Central,ANNA 0,161.0,0.99516,160.22,-67.01,45.38,12.86,,,,0,0,5,Dallas,16,-96.374879,33.31812414
51423,North Central,MOODY 0,161.0,0.9979,160.662,-56.12,15.53,4.4,,,,0,0,5,Waco,13,-97.381061,31.27431751
51433,North Central,FORT WORTH 2 0,161.0,0.99844,160.748,-67.18,87.45,24.78,,,,0,0,5,Fort Worth,17,-97.177363,32.76986108
51443,North Central,WACO 6 0,161.0,1.00341,161.549,-56.49,73.43,20.8,,,,0,0,5,Waco,13,-97.206893,31.61792658
51453,North Central,GRAND PRAIRIE 1 0,161.0,0.9961,160.372,-68.84,117.86,33.39,,,,0,0,5,Fort Worth,17,-96.992862,32.72398865
51463,North Central,ROWLETT 2 0,161.0,0.99179,159.678,-69.31,90.75,25.71,,,,0,0,5,Dallas,16,-96.552767,32.93142983
51473,North Central,PLANO 6 0,161.0,0.98812,159.087,-70.86,108.12,30.63,,,,0,0,5,Dallas,16,-96.799086,33.07119862
51483,North Central,IRVING 5 0,161.0,0.98938,159.291,-70.87,83.41,23.63,,,,0,0,5,Fort Worth,17,-96.993135,32.86999529
51493,North Central,DALLAS 7 0,161.0,0.98807,159.079,-71.26,91.45,25.91,,,,0,0,5,Dallas,16,-96.704219,32.87426419
51503,North Central,BRYSON 2 0,161.0,0.99901,160.84,-54.8,4.11,1.17,,,,0,0,5,Jacksboro,12,-98.373374,33.26589135
51513,North Central,MORGAN 0,161.0,1.00786,162.265,-57.8,5.33,1.51,,,,0,0,5,Glen Rose,18,-97.52076,31.9783017
51523,North Central,SACHSE 0,161.0,0.99024,159.429,-69.94,60.98,17.28,,,,0,0,5,Dallas,16,-96.577283,32.96357134
51533,North Central,PARADISE 0,161.0,0.99704,160.523,-60.57,15.98,4.53,,,,0,0,5,Jacksboro,12,-97.714422,33.08666286
51543,North Central,RIO VISTA 0,161.0,1.00042,161.068,-58.56,15.58,4.41,,,,0,0,5,Glen Rose,18,-97.386815,32.09783864
51553,North Central,STRAWN 0,161.0,1.00486,161.782,-50.0,3.71,1.05,,,,0,0,5,Jacksboro,12,-98.657449,32.75029028
51563,North Central,May-00,161.0,1.01583,163.549,-50.18,6.22,1.76,,,,0,0,5,Central Texas,15,-98.918404,31.92206677
51573,North Central,DESOTO 0,161.0,0.98536,158.643,-69.51,146.63,41.55,,,,0,0,5,Fort Worth,17,-96.860475,32.59457432
51583,North Central,MESQUITE 2 0,161.0,1.01152,162.855,-69.74,168.19,47.66,,,,0,0,5,Dallas,16,-96.613117,32.76686367
51593,North Central,ROSEBUD 0,161.0,1.00498,161.802,-53.3,14.54,4.12,,,,0,0,5,Waco,13,-96.944514,31.07301714
51603,North Central,DENTON 2 0,161.0,0.99338,159.934,-66.07,59.35,16.81,,,,0,0,5,Fort Worth,17,-97.051533,33.20519647
51613,North Central,DALLAS 4 0,161.0,1.01137,162.831,-71.19,199.65,56.57,,,214.8,0,0,5,Dallas,16,-96.675838,32.82008357
51623,North Central,AXTELL 0,161.0,0.99565,160.299,-58.51,6.69,1.9,,,,0,0,5,Corsicana,14,-96.946129,31.65185393
51633,North Central,NOLANVILLE 0,161.0,1.00854,162.375,-54.14,15.15,4.29,,,,0,0,5,Waco,13,-97.595369,31.0651627
51643,North Central,DENTON 1 0,500.0,1.00295,501.475,-62.33,,,,,,0,0,5,Fort Worth,17,-97.0989,33.19147492
51653,North Central,DENTON 1 1,161.0,0.99757,160.608,-65.37,55.53,15.73,,,,0,0,5,Fort Worth,17,-97.0917,33.19207745
51663,North Central,DENTON 1 2,13.8,1.02007,14.077,-60.42,,,126.15,64.39,,0,0,5,Fort Worth,17,-97.10106,33.18960706
51673,North Central,DENTON 1 3,13.8,1.0037,13.851,-62.25,,,1.6,0.81,,0,0,5,Fort Worth,17,-97.10106,33.18840197
51683,North Central,DALLAS 39 0,161.0,0.98986,159.367,-71.76,125.67,35.61,,,,0,0,5,Dallas,16,-96.872518,32.86429572
51693,North Central,DUBLIN 1 0,161.0,1.01362,163.192,-52.93,,,,,,0,0,5,Central Texas,15,-98.467111,32.32796462
51703,North Central,DUBLIN 1 1,18.0,1.00838,18.151,-51.27,,,45.0,-8.64,,0,0,5,Central Texas,15,-98.472511,32.32477046
51713,North Central,MERTENS 0,161.0,0.99149,159.63,-62.44,1.06,0.3,,,,0,0,5,Corsicana,14,-96.90558,32.03482102
51723,North Central,WEATHERFORD 1 0,161.0,1.01724,163.775,-65.27,74.24,21.03,,,206.95,0,0,5,Jacksboro,12,-97.778698,32.6790969
51733,North Central,PLANO 3 0,161.0,0.98855,159.156,-69.79,136.36,38.63,,,,0,0,5,Dallas,16,-96.727231,33.05132475
51743,North Central,MALONE 0,161.0,0.9928,159.841,-61.39,4.32,1.22,,,,0,0,5,Corsicana,14,-96.895503,31.91543711
51753,North Central,DENTON 3 0,161.0,0.99522,160.231,-66.65,118.67,33.62,,,,0,0,5,Fort Worth,17,-97.092416,33.14343862
51763,North Central,GRAFORD 0,161.0,0.99349,159.951,-52.68,7.3,2.07,,,,0,0,5,Jacksboro,12,-98.315274,32.89592616
51773,North Central,ARLINGTON 8 0,161.0,0.98783,159.041,-69.0,91.38,25.89,,,,0,0,5,Fort Worth,17,-97.145229,32.63071227
51783,North Central,ROCKWALL 1 0,161.0,0.99065,159.495,-70.18,83.96,23.79,,,,0,0,5,Dallas,16,-96.43257,32.84744691
51793,North Central,CORSICANA 2 0,500.0,1.01528,507.639,-57.73,,,,,,0,0,5,Corsicana,14,-96.621747,32.04420729
51803,North Central,CORSICANA 2 1,161.0,1.01091,162.756,-59.23,88.36,25.04,,,,0,0,5,Corsicana,14,-96.610947,32.04878442
51813,North Central,GARLAND 2 0,161.0,0.99017,159.418,-70.64,178.22,50.5,,,,0,0,5,Dallas,16,-96.616182,32.92406724
51823,North Central,GATESVILLE 2 0,161.0,1.00302,161.487,-56.02,3.82,1.08,,,,0,0,5,Waco,13,-97.719745,31.44894247
51833,North Central,CARROLLTON 3 0,161.0,0.99857,160.77,-71.8,139.09,39.41,,,,0,0,5,Dallas,16,-96.89457,32.95884833
51843,North Central,FORT WORTH 26 0,161.0,0.98172,158.056,-70.32,80.23,22.73,,,,0,0,5,Fort Worth,17,-97.431999,32.77177668
51853,North Central,RHOME 0,161.0,0.99804,160.684,-65.73,25.72,7.29,,,,0,0,5,Fort Worth,17,-97.459193,33.08793601
51863,North Central,VENUS 0,161.0,0.99114,159.574,-66.83,24.98,7.08,,,,0,0,5,Fort Worth,17,-97.086728,32.42085219
51873,North Central,OLNEY 2 0,161.0,0.99641,160.422,-50.29,15.41,4.37,,,,0,0,5,Jacksboro,12,-98.916556,33.24117067
51883,North Central,CARROLLTON 1 0,161.0,0.98756,158.997,-70.43,64.82,18.37,,,,0,0,5,Dallas,16,-96.87094,33.04533588
51893,North Central,DALLAS 20 0,161.0,0.99601,160.357,-70.49,78.84,22.34,,,,0,0,5,Dallas,16,-96.785252,32.79729033
51903,North Central,GORDON 0,161.0,1.00065,161.105,-58.16,3.38,0.96,,,,0,0,5,Jacksboro,12,-98.324604,32.57698601
51913,North Central,MERIDIAN 0,161.0,1.01439,163.316,-57.06,7.58,2.15,,,61.74,0,0,5,Glen Rose,18,-97.701123,31.90399116
51923,North Central,KILLEEN 4 0,500.0,1.01669,508.343,-51.48,,,,,,0,0,5,Waco,13,-97.923779,30.92828601
51933,North Central,KILLEEN 4 1,161.0,1.0125,163.013,-52.78,134.77,38.19,,,,0,0,5,Waco,13,-97.912979,30.92674194
51943,North Central,DUNCANVILLE 1 0,161.0,0.9943,160.082,-69.06,59.01,16.72,,,,0,0,5,Fort Worth,17,-96.908282,32.65581064
51953,North Central,ARGYLE 0,161.0,1.00326,161.525,-68.25,55.26,15.66,,,,0,0,5,Fort Worth,17,-97.170182,33.1104535
51963,North Central,BRYSON 1 0,500.0,1.00235,501.176,-52.02,,,,,,0,0,5,Jacksboro,12,-98.347069,33.19525784
51973,North Central,BRYSON 1 1,161.0,1.0007,161.112,-53.75,,,,,,0,0,5,Jacksboro,12,-98.329069,33.19525784
51983,North Central,BRYSON 1 2,18.0,1.00006,18.001,-51.3,,,112.5,-21.6,,0,0,5,Jacksboro,12,-98.352469,33.19209464
51993,North Central,FORT WORTH 12 0,161.0,0.99192,159.7,-68.4,24.33,6.89,,,,0,0,5,Fort Worth,17,-97.326156,32.7548655
52003,North Central,MINERAL WELLS 0,161.0,0.9841,158.44,-56.17,66.35,18.8,,,,0,0,5,Jacksboro,12,-98.117806,32.79052338
52013,North Central,COOLIDGE 0,161.0,1.00303,161.488,-55.46,4.81,1.36,,,,0,0,5,Corsicana,14,-96.751043,31.65190294
52023,North Central,RICE 0,161.0,0.99722,160.553,-63.64,8.64,2.45,,,,0,0,5,Corsicana,14,-96.466509,32.21997659
52033,North Central,DALLAS 35 0,161.0,0.98827,159.111,-71.06,147.01,41.65,,,,0,0,5,Dallas,16,-96.838088,32.99447809
52043,North Central,POOLVILLE 0,500.0,1.00324,501.622,-55.2,,,,,,0,0,5,Jacksboro,12,-97.8923,33.04170376
52053,North Central,POOLVILLE 1,161.0,1.00212,161.341,-56.94,,,,,,0,0,5,Jacksboro,12,-97.8743,33.04773911
52063,North Central,POOLVILLE 2,13.8,1.01,13.938,-52.89,,,207.1,35.14,,0,0,5,Jacksboro,12,-97.8977,33.03853501
52073,North Central,POOLVILLE 3,13.8,1.01,13.938,-54.12,,,180.01,63.0,,0,0,5,Jacksboro,12,-97.8977,33.03551706
52083,North Central,POOLVILLE 4,13.8,1.01,13.938,-53.84,,,180.01,50.47,,0,0,5,Jacksboro,12,-97.8977,33.03249901
52093,North Central,WALNUT SPRINGS 0,161.0,1.00466,161.751,-56.82,3.59,1.02,,,,0,0,5,Glen Rose,18,-97.727712,32.07437098
52103,North Central,BEDFORD 2 0,161.0,0.99533,160.248,-68.79,39.64,11.23,,,,0,0,5,Fort Worth,17,-97.141557,32.82642291
52113,North Central,HUBBARD 0,161.0,0.99546,160.269,-58.17,6.91,1.96,,,,0,0,5,Corsicana,14,-96.798276,31.83780236
52123,North Central,FERRIS 0,161.0,0.98346,158.338,-67.82,33.89,9.6,,,,0,0,5,Corsicana,14,-96.674449,32.43622704
52133,North Central,GARLAND 4 0,161.0,0.9887,159.18,-70.55,92.1,26.09,,,,0,0,5,Dallas,16,-96.647955,32.87656796
52143,North Central,DALLAS 32 0,161.0,0.99088,159.532,-70.12,102.1,28.93,,,,0,0,5,Dallas,16,-96.834991,32.70655839
52153,North Central,PILOT POINT 0,161.0,0.9918,159.68,-68.23,19.98,5.66,,,,0,0,5,Dallas,16,-96.929642,33.36763819
52163,North Central,FORT WORTH 6 0,161.0,0.99018,159.419,-68.84,66.58,18.86,,,,0,0,5,Fort Worth,17,-97.265832,32.71920108
52173,North Central,NORTH RICHLAND HILLS 2 0,161.0,1.01106,162.781,-69.27,100.33,28.43,,,448.53,0,0,5,Fort Worth,17,-97.221695,32.83456642
52183,North Central,JUSTIN 0,161.0,0.99442,160.102,-67.02,39.29,11.13,,,,0,0,5,Fort Worth,17,-97.336899,33.0957708
52193,North Central,SCURRY 0,161.0,0.99926,160.881,-68.47,13.35,3.78,,,30.48,0,0,5,Corsicana,14,-96.43592,32.46111105
52203,North Central,SANGER 0,161.0,1.00099,161.16,-67.62,40.49,11.47,,,,0,0,5,Fort Worth,17,-97.209759,33.36944327
52213,North Central,KILLEEN 1 0,161.0,1.00132,161.212,-55.87,91.29,25.87,,,,0,0,5,Waco,13,-97.624196,31.13996466
52223,North Central,MABANK 1 0,161.0,0.9873,158.956,-66.65,33.14,9.39,,,,0,0,5,Corsicana,14,-96.070558,32.42604117
52233,North Central,MEXIA 0,161.0,0.99012,159.409,-58.49,34.79,9.86,,,,0,0,5,Corsicana,14,-96.459137,31.64572533
52243,North Central,CARROLLTON 2 0,161.0,0.99481,160.165,-71.1,154.87,43.88,,,,0,0,5,Dallas,16,-96.893142,32.99982758
52253,North Central,NEVADA 0,161.0,1.00926,162.49,-68.38,13.06,3.7,,,,0,0,5,Dallas,16,-96.389731,33.05816841
52263,North Central,ZEPHYR 0,161.0,1.02078,164.346,-51.42,5.49,1.56,,,,0,0,5,Central Texas,15,-98.767277,31.67748647
52273,North Central,TERRELL 2 0,161.0,0.99473,160.151,-71.23,70.88,20.08,,,,0,0,5,Dallas,16,-96.297723,32.75416947
52283,North Central,DALLAS 14 0,161.0,0.99604,160.362,-68.25,81.2,23.01,,,,0,0,5,Dallas,16,-96.755851,32.65938558
52293,North Central,DALLAS 13 0,161.0,0.9943,160.083,-69.71,43.94,12.45,,,,0,0,5,Dallas,16,-96.753246,32.74575752
52303,North Central,DALLAS 28 0,161.0,0.99545,160.268,-70.74,66.37,18.81,,,,0,0,5,Dallas,16,-96.809303,32.80761101
52313,North Central,HAMILTON 0,161.0,1.00938,162.509,-54.69,14.93,4.23,,,,0,0,5,Glen Rose,18,-98.178029,31.67609165
52323,North Central,ARLINGTON 7 0,161.0,0.99494,160.185,-70.03,49.97,14.16,,,,0,0,5,Fort Worth,17,-97.129704,32.68794432
52333,North Central,EULESS 1 0,161.0,0.99929,160.886,-69.54,98.77,27.99,,,,0,0,5,Fort Worth,17,-97.082428,32.85544649
52343,North Central,FRISCO 1 0,161.0,0.99084,159.525,-68.27,142.66,40.42,,,,0,0,5,Dallas,16,-96.786592,33.15890983
52353,North Central,SALADO 0,161.0,1.01217,162.959,-54.22,20.37,5.77,,,,0,0,5,Waco,13,-97.58965,30.91492669
52363,North Central,OLNEY 1 0,500.0,1.00437,502.186,-45.72,,,,,,0,0,5,Jacksboro,12,-98.693944,33.37008288
52373,North Central,OLNEY 1 1,161.0,0.99811,160.696,-43.36,,,,,,0,0,5,Jacksboro,12,-98.675944,33.37609563
52383,North Central,OLNEY 1 2,18.0,1.00135,18.024,-44.78,,,168.75,-32.4,,0,0,5,Jacksboro,12,-98.699344,33.36391935
52393,North Central,GOLDTHWAITE 1 0,500.0,1.02762,513.809,-48.65,,,,,,0,0,5,Glen Rose,18,-98.448667,31.37103889
52403,North Central,GOLDTHWAITE 1 1,161.0,1.0268,165.315,-50.46,,,,,,0,0,5,Glen Rose,18,-98.430667,31.37411257
52413,North Central,GOLDTHWAITE 1 2,115.0,1.0276,118.174,-51.98,,,,,,0,0,5,Glen Rose,18,-98.430667,31.36489123
52423,North Central,GOLDTHWAITE 1 3,115.0,1.0276,118.174,-51.98,,,,,,0,0,5,Glen Rose,18,-98.448667,31.36028021
52433,North Central,GOLDTHWAITE 1 4,13.8,1.02214,14.105,-47.05,,,112.5,-21.6,,0,0,5,Glen Rose,18,-98.454067,31.36627448
52443,North Central,FORT WORTH 22 0,161.0,0.99024,159.429,-68.02,65.13,18.45,,,,0,0,5,Fort Worth,17,-97.383365,32.69701463
52453,North Central,GRAPEVINE 0,161.0,0.99862,160.778,-70.83,138.96,39.37,,,,0,0,5,Fort Worth,17,-97.067945,32.92153445
52463,North Central,GLEN ROSE 2 0,161.0,1.00712,162.146,-55.94,21.21,6.01,,,,0,0,5,Glen Rose,18,-97.786247,32.19782134
52473,North Central,KOPPERL 0,161.0,1.00248,161.399,-57.68,3.26,0.92,,,,0,0,5,Glen Rose,18,-97.566601,32.10839039
52483,North Central,BEDFORD 1 0,161.0,0.99378,159.999,-68.95,101.02,28.62,,,,0,0,5,Fort Worth,17,-97.126843,32.84873697
52493,North Central,FORT WORTH 29 0,161.0,0.99175,159.672,-64.84,114.68,32.49,,,,0,0,5,Fort Worth,17,-97.520256,32.7821665
52503,North Central,DALLAS 5 0,161.0,0.99881,160.808,-68.4,165.09,46.77,,,,0,0,5,Dallas,16,-96.685721,32.75985353
52513,North Central,GRAND PRAIRIE 2 0,161.0,0.99406,160.044,-69.71,123.12,34.88,,,,0,0,5,Fort Worth,17,-97.005789,32.77122254
52523,North Central,DALLAS 22 0,161.0,0.99095,159.543,-71.19,80.8,22.89,,,,0,0,5,Dallas,16,-96.789793,32.89784281
52533,North Central,FLOWER MOUND 1 0,161.0,0.98874,159.187,-69.13,126.68,35.89,,,,0,0,5,Fort Worth,17,-97.05647,33.02788092
52543,North Central,ROANOKE 0,161.0,0.99569,160.306,-68.44,82.94,23.5,,,,0,0,5,Fort Worth,17,-97.22312,33.00390083
52553,North Central,MILLSAP 0,161.0,0.98889,159.211,-56.93,9.43,2.67,,,,0,0,5,Jacksboro,12,-97.984148,32.69536768
52563,North Central,FORRESTON 0,161.0,0.99003,159.395,-65.04,1.3,0.37,,,,0,0,5,Corsicana,14,-96.833324,32.22533104
52573,North Central,ITALY 0,161.0,0.98994,159.381,-64.39,9.9,2.8,,,,0,0,5,Corsicana,14,-96.84218,32.16704674
52583,North Central,FORNEY 0,161.0,0.98787,159.047,-70.01,100.19,28.39,,,,0,0,5,Dallas,16,-96.4513,32.73954436
52593,North Central,LAVON 0,161.0,1.00083,161.134,-68.89,9.21,2.61,,,,0,0,5,Dallas,16,-96.450483,33.00902939
52603,North Central,GLEN ROSE 1 0,500.0,1.00813,504.065,-53.85,,,,,,0,0,5,Glen Rose,18,-97.767515,32.28467049
52613,North Central,GLEN ROSE 1 1,161.0,1.00876,162.41,-55.11,,,,,,0,0,5,Glen Rose,18,-97.749515,32.29075719
52623,North Central,GLEN ROSE 1 2,13.8,1.01,13.938,-49.54,,,1211.61,56.27,,0,0,5,Glen Rose,18,-97.772915,32.28147479
52633,North Central,GLEN ROSE 1 3,13.8,1.01,13.938,-51.25,,,1023.98,51.46,,0,0,5,Glen Rose,18,-97.772915,32.27843118
52643,North Central,DE LEON 0,161.0,1.02,164.22,-54.59,12.13,3.44,,,70.6,0,0,5,Central Texas,15,-98.543257,32.28794292
52653,North Central,KELLER 1 0,161.0,1.00179,161.288,-67.41,103.94,29.45,,,,0,0,5,Fort Worth,17,-97.221548,32.91796518
52663,North Central,CEDAR HILL 0,161.0,1.00258,161.415,-69.06,136.12,38.57,,,,0,0,5,Fort Worth,17,-96.961075,32.575934
52673,North Central,MC GREGOR 0,161.0,0.99998,160.996,-57.37,39.32,11.14,,,,0,0,5,Waco,13,-97.522134,31.39876374
52683,North Central,COMMERCE 0,161.0,0.98925,159.27,-64.25,32.23,9.13,,,,0,0,5,Dallas,16,-95.779968,33.3072435
52693,North Central,MIDLOTHIAN 2 0,161.0,0.99457,160.126,-64.58,86.96,24.64,,,,0,0,5,Fort Worth,17,-96.98711,32.46501476
52703,North Central,WEST 0,161.0,0.9982,160.711,-58.54,22.41,6.35,,,,0,0,5,Waco,13,-97.234292,31.80548362
52713,North Central,BARTLETT 0,161.0,1.0083,162.337,-53.76,10.01,2.83,,,,0,0,5,Waco,13,-97.282628,30.77842929
52723,North Central,DALLAS 16 0,161.0,0.99747,160.593,-70.75,18.83,5.33,,,,0,0,5,Dallas,16,-96.769163,32.782206
52733,North Central,COPPELL 0,161.0,1.01382,163.225,-70.86,116.0,32.87,,,,0,0,5,Fort Worth,17,-96.981064,32.95979237
52743,North Central,WILMER 0,161.0,0.99102,159.554,-69.17,11.87,3.36,,,,0,0,5,Dallas,16,-96.670733,32.60094619
52753,North Central,DAWSON 0,161.0,0.99133,159.604,-59.26,4.75,1.35,,,,0,0,5,Corsicana,14,-96.646804,31.85625151
52763,North Central,MART 0,161.0,1.00699,162.125,-54.26,10.54,2.99,,,,0,0,5,Corsicana,14,-96.793449,31.55179205
52773,North Central,LITTLE ELM 0,161.0,0.99239,159.775,-69.54,104.8,29.69,,,,0,0,5,Dallas,16,-96.946951,33.17227648
52783,North Central,TEMPLE 2 0,161.0,1.0102,162.643,-52.55,50.69,14.36,,,,0,0,5,Waco,13,-97.243433,31.06605247
52793,North Central,TEMPLE 1 0,500.0,1.01815,509.077,-50.53,,,,,,0,0,5,Waco,13,-97.306422,31.0404118
52803,North Central,TEMPLE 1 1,161.0,1.01353,163.178,-51.85,94.63,26.81,,,,0,0,5,Waco,13,-97.288422,31.04503842
52813,North Central,TEMPLE 1 2,13.8,1.01156,13.96,-47.59,,,266.98,-29.72,,0,0,5,Waco,13,-97.311822,31.0387153
52823,North Central,TEMPLE 1 3,13.8,1.01285,13.977,-48.05,,,266.98,-29.72,,0,0,5,Waco,13,-97.311822,31.0356307
52833,North Central,TEMPLE 1 4,13.8,1.01815,14.051,-50.53,,,0.0,0.0,,0,0,5,Waco,13,-97.311822,31.032546
52843,North Central,QUINLAN 0,161.0,0.99188,159.693,-67.85,44.65,12.65,,,,0,0,5,Dallas,16,-96.104355,32.91564318
52853,North Central,CHICO 0,161.0,0.99056,159.481,-60.21,10.15,2.88,,,,0,0,5,Jacksboro,12,-97.848678,33.30685746
52863,North Central,DUBLIN 2 0,161.0,1.00521,161.84,-53.83,30.18,8.55,,,,0,0,5,Glen Rose,18,-98.33962,32.06462376
52873,North Central,ARLINGTON 2 0,161.0,0.98974,159.348,-69.86,186.78,52.92,,,,0,0,5,Fort Worth,17,-97.035829,32.58696353
52883,North Central,WOLFE CITY 0,161.0,0.99124,159.589,-64.29,13.61,3.86,,,,0,0,5,Dallas,16,-95.936707,33.41035482
52893,North Central,DALLAS 26 0,161.0,0.99541,160.261,-70.89,69.76,19.77,,,247.71,0,0,5,Dallas,16,-96.798192,32.93857958
52903,North Central,WHITNEY 0,161.0,0.99502,160.198,-59.91,30.34,8.6,,,,0,0,5,Glen Rose,18,-97.321421,31.94901029
52913,North Central,FORT WORTH 25 0,161.0,0.99091,159.537,-68.09,144.17,40.85,,,,0,0,5,Fort Worth,17,-97.430235,32.9086864
52923,North Central,FORT WORTH 27 0,161.0,0.98952,159.313,-66.14,62.05,17.58,,,,0,0,5,Fort Worth,17,-97.478578,32.84248679
52933,North Central,JOSHUA 0,161.0,0.9892,159.261,-62.15,62.97,17.84,,,,0,0,5,Glen Rose,18,-97.536274,32.42107394
52943,North Central,DALLAS 12 0,161.0,0.99033,159.444,-71.48,111.16,31.49,,,,0,0,5,Dallas,16,-96.743939,32.86925195
52953,North Central,MCKINNEY 1 0,500.0,1.0119,505.949,-63.16,,,,,,0,0,5,Dallas,16,-96.594466,33.15850584
52963,North Central,MCKINNEY 1 1,161.0,1.00306,161.493,-65.77,102.32,28.99,,,,0,0,5,Dallas,16,-96.587266,33.16212229
52973,North Central,MCKINNEY 1 2,13.8,1.0119,13.964,-63.16,,,0.0,0.0,,0,0,5,Dallas,16,-96.596626,33.1602538
52983,North Central,MCKINNEY 1 3,13.8,1.01821,14.051,-62.47,,,114.68,58.53,,0,0,5,Dallas,16,-96.596626,33.15904831
52993,North Central,MCKINNEY 1 4,13.8,1.02465,14.14,-61.76,,,114.68,58.53,,0,0,5,Dallas,16,-96.596626,33.15784279
53003,North Central,MCKINNEY 1 5,13.8,1.02255,14.111,-61.99,,,114.68,58.53,,0,0,5,Dallas,16,-96.596626,33.15663726
53013,North Central,MCKINNEY 1 6,13.8,1.02475,14.142,-61.77,,,82.47,42.09,,0,0,5,Dallas,16,-96.596626,33.15543172
53023,North Central,MCKINNEY 1 7,13.8,1.04,14.352,-58.75,,,462.46,175.61,,0,0,5,Dallas,16,-96.596626,33.15422616
53033,North Central,MCKINNEY 1 8,13.8,1.04,14.352,-59.87,,,462.46,229.47,,0,0,5,Dallas,16,-96.596626,33.15302058
53043,North Central,ALLEN 1 0,500.0,1.00824,504.119,-63.45,,,,,,0,0,5,Dallas,16,-96.603447,33.08476104
53053,North Central,ALLEN 1 1,161.0,0.99889,160.821,-67.47,189.42,53.67,,,,0,0,5,Dallas,16,-96.599127,33.0853643
53063,North Central,ALEDO 2 0,161.0,1.00049,161.079,-64.53,40.81,11.56,,,,0,0,5,Fort Worth,17,-97.627882,32.69086054
53073,North Central,THE COLONY 0,161.0,1.00478,161.77,-70.07,143.56,40.67,,,,0,0,5,Dallas,16,-96.908791,33.06606837
53083,North Central,SUNNYVALE 0,161.0,0.99438,160.094,-68.78,15.35,4.35,,,,0,0,5,Dallas,16,-96.543963,32.795063
53093,North Central,DALLAS 10 0,161.0,0.98781,159.038,-71.07,98.85,28.01,,,,0,0,5,Dallas,16,-96.742351,32.82441581
53103,North Central,FORT WORTH 4 0,161.0,1.00516,161.831,-69.58,69.99,19.83,,,,0,0,5,Fort Worth,17,-97.248532,32.86297816
53113,North Central,DALLAS 30 0,161.0,0.99394,160.024,-71.58,40.96,11.61,,,,0,0,5,Dallas,16,-96.821874,32.84407575
53123,North Central,AZLE 0,161.0,0.98557,158.677,-66.66,81.81,23.18,,,,0,0,5,Fort Worth,17,-97.557579,32.89656878
53133,North Central,HUTCHINS 0,161.0,1.00073,161.117,-67.06,16.12,4.57,,,,0,0,5,Dallas,16,-96.691916,32.63245675
53143,North Central,VALLEY MILLS 0,161.0,1.00516,161.83,-56.41,11.99,3.4,,,,0,0,5,Waco,13,-97.497079,31.6514338
53153,North Central,DENTON 6 0,161.0,0.98927,159.273,-68.43,31.74,8.99,,,,0,0,5,Fort Worth,17,-97.180244,33.22408125
53163,North Central,MESQUITE 3 0,161.0,1.02,164.22,-70.68,176.19,49.92,,,451.52,0,0,5,Dallas,16,-96.626677,32.81246815
53173,North Central,GRANBURY 1 0,500.0,1.00809,504.045,-55.06,,,,,,0,0,5,Glen Rose,18,-97.713686,32.32965721
53183,North Central,GRANBURY 1 1,161.0,1.00447,161.72,-58.22,,,,,,0,0,5,Glen Rose,18,-97.695686,32.33726175
53193,North Central,GRANBURY 1 2,13.2,1.01,13.332,-54.21,,,79.86,9.76,,0,0,5,Glen Rose,18,-97.719086,32.3264631
53203,North Central,GRANBURY 1 3,13.2,1.00809,13.307,-55.06,,,0.0,0.0,,0,0,5,Glen Rose,18,-97.719086,32.32342099
53213,North Central,GRANBURY 1 4,13.2,1.01,13.332,-54.24,,,79.86,10.07,,0,0,5,Glen Rose,18,-97.719086,32.32037878
53223,North Central,DALLAS 2 0,500.0,1.00995,504.976,-63.7,,,,,,0,0,5,Fort Worth,17,-96.9286,32.71643672
53233,North Central,DALLAS 2 1,161.0,0.9993,160.887,-68.01,219.44,62.17,,,,0,0,5,Fort Worth,17,-96.9214,32.71643672
